number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço,erro
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922605,Here,2922605,-23.63813,-46.73741,0.73,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",30.477546180686673
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922605,MapBox,2922605,-23.484366,-46.498309,1.0,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922605,Google,2922605,-23.4844128,-46.49832050000001,,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922605,TomTom,2922605,-23.71732,-46.57235,11.6385498047,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",27.611533922961875
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2922606,Google,2922606,-23.5843514,-46.4887746,,"ARICANDUVA,      11555, SAO PAULO, SP",2.694527151692572
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2922606,MapBox,2922606,-23.584562,-46.488611,0.927407,"ARICANDUVA,      11555, SAO PAULO, SP",2.669031163960567
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2922606,Here,2922606,-23.58455,-46.48862,1.0,"ARICANDUVA,      11555, SAO PAULO, SP",2.670452905108783
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2922606,OpenRouteService,2922606,-23.558526,-46.514815,0.8,"ARICANDUVA,      11555, SAO PAULO, SP",6.504130821312774
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,Google,2922607,-23.4844128,-46.49832050000001,,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,MapBox,2922607,-23.484366,-46.498309,1.0,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,TomTom,2922607,-23.71732,-46.57235,11.6385498047,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",27.611533922961875
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,OpenRouteService,2922607,-23.48428,-46.497575,0.8,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",0.7151820448140506
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,Here,2922607,-23.63813,-46.73741,0.73,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",30.477546180686673
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,Here,2922608,-23.60211,-46.78378,0.95,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP",0.2571239049561038
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,TomTom,2922608,-23.60226,-46.78379,16.4244728088,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP",0.25281905886372735
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,OpenRouteService,2922608,-23.602691,-46.785,0.8,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP",0.12585239130621206
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,Google,2922608,-23.602055,-46.7838672,,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP",0.24998748705239027
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,MapBox,2922608,-23.602231,-46.783634,1.0,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP",0.2690543821661856
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922609,Google,2922609,-23.6104268,-46.4556063,,"AMIZADE,          2, SAO PAULO, SP",28.776881090524412
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922609,OpenRouteService,2922609,-23.451156,-46.691936,0.8,"AMIZADE,          2, SAO PAULO, SP",39.718414119165715
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922609,Here,2922609,-23.46652,-46.58925,1.0,"AMIZADE,          2, SAO PAULO, SP",38.03202962382091
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922609,MapBox,2922609,-23.610855,-46.455773,0.927407,"AMIZADE,          2, SAO PAULO, SP",28.729909090169183
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,OpenRouteService,2922610,-23.874733,-46.631169,0.8,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP",0.34237062214356395
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,Google,2922610,-23.8747448,-46.631251,,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP",0.3347329174688985
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,Here,2922610,-23.88093,-46.62635,1.0,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP",0.9194250869384913
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,MapBox,2922610,-23.8924383,-46.6174,0.797619,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,TomTom,2922610,-23.87969,-46.62657,12.5686864853,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP",0.8330702562772967
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,MapBox,2922611,-23.566052,-46.545168,1.0,"RUA TIRANA, 34, SAO PAULO, SP",0.27211105277558173
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,Here,2922611,-23.56561,-46.54644,1.0,"RUA TIRANA, 34, SAO PAULO, SP",0.13484520169095265
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,OpenRouteService,2922611,-23.56609,-46.544731,0.8,"RUA TIRANA, 34, SAO PAULO, SP",0.3164138090510508
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,TomTom,2922611,-23.566,-46.54508,11.9583129883,"RUA TIRANA, 34, SAO PAULO, SP",0.27944814540904955
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,Google,2922611,-23.5655807,-46.54643220000001,,"RUA TIRANA, 34, SAO PAULO, SP",0.13518846283989777
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,TomTom,2922612,-23.96383,-46.40926,15.8463144302,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP",58.064236807105495
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,Google,2922612,-23.5321979,-46.7477254,,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP",0.9115877667479843
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,MapBox,2922612,-23.552921,-46.7204,1.0,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP",2.703428563809145
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,OpenRouteService,2922612,-23.5866,-46.690499,0.8,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP",7.482529874539971
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,Here,2922612,-23.53238,-46.74735,1.0,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP",0.8698477689370626
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,MapBox,2922613,-23.481615,-46.469956,0.927407,"JAPICHAUA, 313, SAO PAULO, SP",0.010746859456714502
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,Google,2922613,-23.4847989,-46.4646045,,"JAPICHAUA, 313, SAO PAULO, SP",0.659219695507056
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,OpenRouteService,2922613,-23.483654,-46.461628,0.8,"JAPICHAUA, 313, SAO PAULO, SP",0.8904059742673744
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,TomTom,2922613,-0.04399,-51.18076,8.3093938828,"JAPICHAUA, 313, SAO PAULO, SP",2642.571473985363
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,Here,2922613,-23.60723,-46.60789,0.86,"JAPICHAUA, 313, SAO PAULO, SP",19.78848571288216
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922614,MapBox,2922614,-23.610855,-46.455773,0.927407,"AMIZADE,          2, SAO PAULO, SP",28.729909090169183
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922614,Google,2922614,-23.6104268,-46.4556063,,"AMIZADE,          2, SAO PAULO, SP",28.776881090524412
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922614,OpenRouteService,2922614,-23.451156,-46.691936,0.8,"AMIZADE,          2, SAO PAULO, SP",39.718414119165715
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922614,Here,2922614,-23.46652,-46.58925,1.0,"AMIZADE,          2, SAO PAULO, SP",38.03202962382091
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,TomTom,2922615,-23.83921,-46.7368,14.1170272827,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP",0.0672463530817473
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,OpenRouteService,2922615,-23.570533,-46.663713,0.6,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP",30.69478392291097
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,Google,2922615,-23.8396012,-46.7344921,,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP",0.17711879061611752
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,MapBox,2922615,-23.839478,-46.734139,1.0,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP",0.21285755483291177
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,Here,2922615,-23.50531,-46.4265,0.8,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP",48.66481271326646
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,Google,2922616,-23.4844128,-46.49832050000001,,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,Here,2922616,-23.63813,-46.73741,0.73,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",30.477546180686673
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,OpenRouteService,2922616,-23.48428,-46.497575,0.8,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",0.7151820448140506
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,MapBox,2922616,-23.484366,-46.498309,1.0,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,TomTom,2922616,-23.71732,-46.57235,11.6385498047,"BATUIRA DO CAMPO, 49, SAO PAULO, SP",27.611533922961875
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,TomTom,2922617,-23.66821,-46.71062,12.0475168228,"FRANCISCO MENDES, 238, SAO PAULO, SP",0.2556191979205208
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,OpenRouteService,2922617,-23.670789,-46.709022,0.8,"FRANCISCO MENDES, 238, SAO PAULO, SP",0.07383795068822617
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,MapBox,2922617,-23.67135,-46.708699,0.918519,"FRANCISCO MENDES, 238, SAO PAULO, SP",0.14380522582098867
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,Here,2922617,-23.61299,-46.52865,0.91,"FRANCISCO MENDES, 238, SAO PAULO, SP",19.506741298000986
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,Google,2922617,-23.667887,-46.7107246,,"FRANCISCO MENDES, 238, SAO PAULO, SP",0.29232045472822454
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,Google,2922618,-23.4808356,-46.6617442,,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP",0.01072095643017303
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,OpenRouteService,2922618,-23.478836,-46.663411,0.8,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP",0.28672648115904564
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,MapBox,2922618,-23.480891,-46.661855,1.0,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP",0.010482574851990126
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,TomTom,2922618,-23.48083,-46.66177,14.2824602127,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP",0.0112156438217411
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,Here,2922618,-23.4809,-46.66181,1.0,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP",0.005985937217712025
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,OpenRouteService,2922619,-23.538679,-46.468242,0.8,"DOS LIRIOS, 10, SAO PAULO, SP",11.256818593304986
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,Here,2922619,-23.61048,-46.64295,1.0,"DOS LIRIOS, 10, SAO PAULO, SP",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,MapBox,2922619,-23.610426,-46.64296,1.0,"DOS LIRIOS, 10, SAO PAULO, SP",20.21727555749709
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,Google,2922619,-23.6399722,-46.4462197,,"DOS LIRIOS, 10, SAO PAULO, SP",0.1954493502475745
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,TomTom,2922619,-23.61043,-46.64296,12.0475177765,"DOS LIRIOS, 10, SAO PAULO, SP",20.217207254482766
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2922620,OpenRouteService,2922620,-23.479664,-46.383358,0.8,"MANUEL FELIX DE LIMA,         87, SAO PAULO, SP",0.19119495331492922
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2922620,Google,2922620,-23.4820461,-46.3822127,,"MANUEL FELIX DE LIMA,         87, SAO PAULO, SP",0.4796324791897993
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2922620,MapBox,2922620,-23.4821,-46.38231,1.0,"MANUEL FELIX DE LIMA,         87, SAO PAULO, SP",0.4814392656873602
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2922620,Here,2922620,-23.48197,-46.38222,1.0,"MANUEL FELIX DE LIMA,         87, SAO PAULO, SP",0.471576675519682
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,Here,2922621,-23.73736,-46.79593,0.8,"PLINIO DIAS, 10022, SAO PAULO, SP",0.1429186980122357
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,TomTom,2922621,-23.73944,-46.79344,12.0475168228,"PLINIO DIAS, 10022, SAO PAULO, SP",0.28689479493363146
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,MapBox,2922621,-23.739479,-46.793462,0.918519,"PLINIO DIAS, 10022, SAO PAULO, SP",0.2861376071077761
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,Google,2922621,-23.739473,-46.7934549,,"PLINIO DIAS, 10022, SAO PAULO, SP",0.28660740873573315
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,OpenRouteService,2922621,-23.73954,-46.794749,0.8,"PLINIO DIAS, 10022, SAO PAULO, SP",0.17141475558825825
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,OpenRouteService,2922622,-23.655236,-46.729993,0.8,"RUA DOIS, 2, SAO PAULO, SP",26.00988772656604
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,MapBox,2922622,-23.508085,-46.38678,1.0,"RUA DOIS, 2, SAO PAULO, SP",49.093096942644976
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,TomTom,2922622,-23.82579,-46.71392,13.6524496078,"RUA DOIS, 2, SAO PAULO, SP",8.669427149091092
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,Google,2922622,-23.5431367,-46.4229713,,"RUA DOIS, 2, SAO PAULO, SP",43.83062558987342
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,Here,2922622,-23.66306,-46.73891,0.94,"RUA DOIS, 2, SAO PAULO, SP",25.49208901053818
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,OpenRouteService,2922623,-23.866982,-46.755118,0.8,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP",0.18223584135344495
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,MapBox,2922623,-23.8676124,-46.7560816,0.797619,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP",0.2873228699089092
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,TomTom,2922623,-23.86794,-46.75615,14.1170272827,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP",0.30400163259095386
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,Google,2922623,-23.8683448,-46.7567086,,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP",0.373198842770481
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,Here,2922623,-23.86747,-46.7558,0.98,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP",0.25603151595992324
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,OpenRouteService,2922624,-23.678669,-46.786689,0.8,"ALGARD, 13, SAO PAULO, SP",0.3222542770640143
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,Here,2922624,-23.6764,-46.78575,1.0,"ALGARD, 13, SAO PAULO, SP",0.05822549845626742
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,Google,2922624,-23.675973,-46.7852821,,"ALGARD, 13, SAO PAULO, SP",0.009147512518901266
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,MapBox,2922624,-23.675909,-46.78537,0.927407,"ALGARD, 13, SAO PAULO, SP",0.015098786873054623
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,TomTom,2922624,-23.67641,-46.78571,9.6567392349,"ALGARD, 13, SAO PAULO, SP",0.05611636067235228
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,MapBox,2922625,-23.629529,-46.475117,1.0,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP",0.09660417069003073
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,TomTom,2922625,-23.62942,-46.47497,16.4314441681,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP",0.07910787490865516
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,OpenRouteService,2922625,-23.629266,-46.474123,0.8,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP",0.008993575208667734
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,Google,2922625,-23.6290781,-46.47465,,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP",0.0501090429379136
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,Here,2922625,-23.62931,-46.47382,1.0,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP",0.03994386494907747
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,Here,2922626,-23.75439,-46.67783,1.0,"PORTUNHOS, SN, SAO PAULO, SP",0.013226597248020727
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,Google,2922626,-23.7543459,-46.6778332,,"PORTUNHOS, SN, SAO PAULO, SP",0.008401917819036092
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,OpenRouteService,2922626,-23.754397,-46.677829,0.8,"PORTUNHOS, SN, SAO PAULO, SP",0.014006692539936392
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,TomTom,2922626,-23.7545,-46.67785,7.8821930885,"PORTUNHOS, SN, SAO PAULO, SP",0.02514875319350944
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,MapBox,2922626,-23.5064746,-46.7151526,0.772222,"PORTUNHOS, SN, SAO PAULO, SP",27.707012596798524
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,Google,2922627,-23.6399722,-46.4462197,,"DOS LIRIOS, 10, SAO PAULO, SP",0.1954493502475745
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,Here,2922627,-23.61048,-46.64295,1.0,"DOS LIRIOS, 10, SAO PAULO, SP",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,OpenRouteService,2922627,-23.538679,-46.468242,0.8,"DOS LIRIOS, 10, SAO PAULO, SP",11.256818593304986
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,MapBox,2922627,-23.610426,-46.64296,1.0,"DOS LIRIOS, 10, SAO PAULO, SP",20.21727555749709
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,TomTom,2922627,-23.61043,-46.64296,12.0475177765,"DOS LIRIOS, 10, SAO PAULO, SP",20.217207254482766
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922628,OpenRouteService,2922628,-23.436633,-46.772316,0.8,"UBERLANDIA, 9, SAO PAULO, SP",0.07239712507657227
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922628,TomTom,2922628,-23.43651,-46.77137,9.6567392349,"UBERLANDIA, 9, SAO PAULO, SP",0.16933414701760033
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922628,Google,2922628,-23.4365625,-46.7713638,,"UBERLANDIA, 9, SAO PAULO, SP",0.16879799468930592
