number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço,erro
81,ANTONIO XAVIER,SAO PAULO,-23.475623,-46.427649,2927602,Google,2927602,-23.4755153,-46.4277542,,"SP, SAO PAULO, ANTONIO XAVIER, 81",0.01605541368019346
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2927603,OpenRouteService,2927603,-21.530601,-42.638138,0.8,"SP, SAO PAULO, RUA RIBEIRO JUNQUEIRA, 259",466.06219356053566
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2927603,Google,2927603,-23.4791841,-46.654052,,"SP, SAO PAULO, RUA RIBEIRO JUNQUEIRA, 259",0.08623331605181513
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2927603,MapBox,2927603,-23.478828,-46.654074,0.99,"SP, SAO PAULO, RUA RIBEIRO JUNQUEIRA, 259",0.10907511745417686
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2927603,Here,2927603,-23.47932,-46.65392,1.0,"SP, SAO PAULO, RUA RIBEIRO JUNQUEIRA, 259",0.06868395594930907
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2927604,OpenRouteService,2927604,-23.522392,-46.593147,1.0,"SP, SAO PAULO, PEROBEIRAS, 738",28.009290178424244
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2927604,MapBox,2927604,-23.6893253,-46.7977345,0.707556,"SP, SAO PAULO, PEROBEIRAS, 738",0.4888938410684848
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2927604,Google,2927604,-23.693093,-46.7955523,,"SP, SAO PAULO, PEROBEIRAS, 738",0.016238672442098527
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2927604,Here,2927604,-23.69307,-46.79562,1.0,"SP, SAO PAULO, PEROBEIRAS, 738",0.021528500547253478
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927605,OpenRouteService,2927605,-23.420332,-51.438213,1.0,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",505.2031637446521
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927605,Google,2927605,-23.4844128,-46.49832050000001,,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927605,MapBox,2927605,-23.484366,-46.498309,0.99,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927605,Here,2927605,-23.63813,-46.73741,0.73,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",30.477546180686673
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2927606,Here,2927606,-23.58455,-46.48862,1.0,"SP, SAO PAULO, ARICANDUVA,      11555",2.670452905108783
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2927606,OpenRouteService,2927606,-23.522392,-46.593147,1.0,"SP, SAO PAULO, ARICANDUVA,      11555",15.358982275087167
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2927606,Google,2927606,-23.5795193,-46.5110261,,"SP, SAO PAULO, ARICANDUVA,      11555",4.990787010387119
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2927606,MapBox,2927606,-23.584562,-46.488611,0.917407,"SP, SAO PAULO, ARICANDUVA,      11555",2.669031163960567
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927607,Here,2927607,-23.63813,-46.73741,0.73,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",30.477546180686673
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927607,OpenRouteService,2927607,-23.420332,-51.438213,1.0,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",505.2031637446521
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927607,MapBox,2927607,-23.484366,-46.498309,0.99,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927607,Google,2927607,-23.4844128,-46.49832050000001,,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",0.7677990870957613
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2927608,Here,2927608,-23.60211,-46.78378,0.95,"SP, SAO PAULO, RUA ENGENHEIRO HUGO TAKAHASHI, 333",0.2571239049561038
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2927608,OpenRouteService,2927608,-23.602691,-46.785,0.8,"SP, SAO PAULO, RUA ENGENHEIRO HUGO TAKAHASHI, 333",0.12585239130621206
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2927608,MapBox,2927608,-23.602231,-46.783634,0.99,"SP, SAO PAULO, RUA ENGENHEIRO HUGO TAKAHASHI, 333",0.2690543821661856
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2927608,Google,2927608,-23.602055,-46.7838672,,"SP, SAO PAULO, RUA ENGENHEIRO HUGO TAKAHASHI, 333",0.24998748705239027
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927609,OpenRouteService,2927609,-23.522392,-46.593147,1.0,"SP, SAO PAULO, AMIZADE,          2",31.851493309026466
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927609,Google,2927609,-23.5557714,-46.6395571,,"SP, SAO PAULO, AMIZADE,          2",27.78513948876455
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927609,Here,2927609,-23.46652,-46.58925,1.0,"SP, SAO PAULO, AMIZADE,          2",38.03202962382091
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927609,MapBox,2927609,-23.610855,-46.455773,0.917407,"SP, SAO PAULO, AMIZADE,          2",28.729909090169183
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927610,MapBox,2927610,-23.8924383,-46.6174,0.787619,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927610,Google,2927610,-23.8747448,-46.631251,,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.3347329174688985
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927610,OpenRouteService,2927610,-23.874733,-46.631169,0.8,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.34237062214356395
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927610,Here,2927610,-23.88093,-46.62635,1.0,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.9194250869384913
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2927611,Here,2927611,-23.56561,-46.54644,1.0,"SP, SAO PAULO, RUA TIRANA, 34",0.13484520169095265
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2927611,OpenRouteService,2927611,-12.85636,-38.475357,0.8,"SP, SAO PAULO, RUA TIRANA, 34",1459.8691431697496
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2927611,MapBox,2927611,-23.566052,-46.545168,0.99,"SP, SAO PAULO, RUA TIRANA, 34",0.27211105277558173
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2927611,Google,2927611,-23.5655807,-46.54643220000001,,"SP, SAO PAULO, RUA TIRANA, 34",0.13518846283989777
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2927612,Google,2927612,-23.5321979,-46.7477254,,"SP, SAO PAULO, AVENIDA DAS NACOES UNIDAS, 1501",0.9115877667479843
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2927612,OpenRouteService,2927612,-23.690238,-46.563021,0.8,"SP, SAO PAULO, AVENIDA DAS NACOES UNIDAS, 1501",24.81176294991587
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2927612,MapBox,2927612,-23.552921,-46.7204,0.99,"SP, SAO PAULO, AVENIDA DAS NACOES UNIDAS, 1501",2.703428563809145
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2927612,Here,2927612,-23.53238,-46.74735,1.0,"SP, SAO PAULO, AVENIDA DAS NACOES UNIDAS, 1501",0.8698477689370626
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2927613,Here,2927613,-23.60723,-46.60789,0.86,"SP, SAO PAULO, JAPICHAUA, 313",19.788485712881805
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2927613,OpenRouteService,2927613,-23.522392,-46.593147,1.0,"SP, SAO PAULO, JAPICHAUA, 313",13.35824885898677
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2927613,MapBox,2927613,-23.481615,-46.469956,0.917407,"SP, SAO PAULO, JAPICHAUA, 313",0.010746859456538
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2927613,Google,2927613,-23.4817218,-46.4705257,,"SP, SAO PAULO, JAPICHAUA, 313",0.04876649674489527
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927614,MapBox,2927614,-23.610855,-46.455773,0.917407,"SP, SAO PAULO, AMIZADE,          2",28.729909090169183
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927614,Here,2927614,-23.46652,-46.58925,1.0,"SP, SAO PAULO, AMIZADE,          2",38.03202962382091
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927614,OpenRouteService,2927614,-23.522392,-46.593147,1.0,"SP, SAO PAULO, AMIZADE,          2",31.851493309026466
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927614,Google,2927614,-23.5557714,-46.6395571,,"SP, SAO PAULO, AMIZADE,          2",27.78513948876455
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2927615,Google,2927615,-23.8396012,-46.7344921,,"SP, SAO PAULO, RUA BENJAMIM DIEMAR, 266",0.17711879061611752
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2927615,MapBox,2927615,-23.839478,-46.734139,0.99,"SP, SAO PAULO, RUA BENJAMIM DIEMAR, 266",0.21285755483291177
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2927615,Here,2927615,-23.50531,-46.4265,0.8,"SP, SAO PAULO, RUA BENJAMIM DIEMAR, 266",48.66481271326646
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2927615,OpenRouteService,2927615,-23.522392,-46.593147,1.0,"SP, SAO PAULO, RUA BENJAMIM DIEMAR, 266",38.03383042272121
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927616,MapBox,2927616,-23.484366,-46.498309,0.99,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927616,Google,2927616,-23.4844128,-46.49832050000001,,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927616,OpenRouteService,2927616,-23.420332,-51.438213,1.0,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",505.2031637446521
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927616,Here,2927616,-23.63813,-46.73741,0.73,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",30.477546180686673
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2927617,OpenRouteService,2927617,-23.522392,-46.593147,1.0,"SP, SAO PAULO, FRANCISCO MENDES, 238",20.225451051973227
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2927617,Here,2927617,-23.48459,-46.56956,0.68,"SP, SAO PAULO, FRANCISCO MENDES, 238",25.03442565417687
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2927617,Google,2927617,-23.667887,-46.7107246,,"SP, SAO PAULO, FRANCISCO MENDES, 238",0.29232045472822454
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2927617,MapBox,2927617,-23.67135,-46.708699,0.908519,"SP, SAO PAULO, FRANCISCO MENDES, 238",0.14380522582098867
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2927618,OpenRouteService,2927618,-23.478836,-46.663411,0.8,"SP, SAO PAULO, RUA MENDONCA JUNIOR, 80",0.28672648115904564
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2927618,MapBox,2927618,-23.480891,-46.661855,0.99,"SP, SAO PAULO, RUA MENDONCA JUNIOR, 80",0.010482574851990126
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2927618,Here,2927618,-23.4809,-46.66181,1.0,"SP, SAO PAULO, RUA MENDONCA JUNIOR, 80",0.005985937217712025
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2927618,Google,2927618,-23.4808356,-46.6617442,,"SP, SAO PAULO, RUA MENDONCA JUNIOR, 80",0.01072095643017303
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927619,Google,2927619,-23.5557714,-46.6395571,,"SP, SAO PAULO, DOS LIRIOS, 10",21.664662930556084
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927619,Here,2927619,-23.61048,-46.64295,1.0,"SP, SAO PAULO, DOS LIRIOS, 10",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927619,MapBox,2927619,-23.610426,-46.64296,0.99,"SP, SAO PAULO, DOS LIRIOS, 10",20.21727555749709
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927619,OpenRouteService,2927619,-23.522392,-46.593147,1.0,"SP, SAO PAULO, DOS LIRIOS, 10",19.677588489617445
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2927620,Google,2927620,-23.4820461,-46.3822127,,"SP, SAO PAULO, MANUEL FELIX DE LIMA,         87",0.4796324791897993
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2927620,Here,2927620,-23.48197,-46.38222,1.0,"SP, SAO PAULO, MANUEL FELIX DE LIMA,         87",0.471576675519682
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2927620,OpenRouteService,2927620,-23.522392,-46.593147,1.0,"SP, SAO PAULO, MANUEL FELIX DE LIMA,         87",21.91714788541656
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2927620,MapBox,2927620,-23.4821,-46.38231,0.99,"SP, SAO PAULO, MANUEL FELIX DE LIMA,         87",0.4814392656873602
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2927621,MapBox,2927621,-23.739479,-46.793462,0.908519,"SP, SAO PAULO, PLINIO DIAS, 10022",0.2861376071077761
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2927621,Here,2927621,-23.73736,-46.79593,0.8,"SP, SAO PAULO, PLINIO DIAS, 10022",0.1429186980122357
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2927621,OpenRouteService,2927621,-23.522392,-46.593147,1.0,"SP, SAO PAULO, PLINIO DIAS, 10022",31.66300886049437
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2927621,Google,2927621,-23.739473,-46.7934549,,"SP, SAO PAULO, PLINIO DIAS, 10022",0.28660740873573315
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2927622,Google,2927622,-23.6955796,-46.6420045,,"SP, SAO PAULO, RUA DOIS, 2",20.287040725324665
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2927622,OpenRouteService,2927622,-3.010917,-59.97123,0.8,"SP, SAO PAULO, RUA DOIS, 2",2717.380516965819
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2927622,Here,2927622,-23.66306,-46.73891,0.94,"SP, SAO PAULO, RUA DOIS, 2",25.49208901053818
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2927622,MapBox,2927622,-23.5422315,-46.4224958,0.777037,"SP, SAO PAULO, RUA DOIS, 2",43.941373702230244
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2927623,Here,2927623,-23.86747,-46.7558,0.98,"SP, SAO PAULO, RUA ENRIQUE AMORIM, 101",0.25603151595957035
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2927623,OpenRouteService,2927623,-23.866982,-46.755118,0.8,"SP, SAO PAULO, RUA ENRIQUE AMORIM, 101",0.18223584135344495
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2927623,MapBox,2927623,-23.8676124,-46.7560816,0.787619,"SP, SAO PAULO, RUA ENRIQUE AMORIM, 101",0.28732286990890904
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2927623,Google,2927623,-23.8683448,-46.7567086,,"SP, SAO PAULO, RUA ENRIQUE AMORIM, 101",0.3731988427694224
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2927624,MapBox,2927624,-23.675909,-46.78537,0.917407,"SP, SAO PAULO, ALGARD, 13",0.015098786873054623
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2927624,Google,2927624,-23.675973,-46.7852821,,"SP, SAO PAULO, ALGARD, 13",0.009147512518901266
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2927624,OpenRouteService,2927624,-23.522392,-46.593147,1.0,"SP, SAO PAULO, ALGARD, 13",25.968058298333517
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2927624,Here,2927624,-23.6764,-46.78575,1.0,"SP, SAO PAULO, ALGARD, 13",0.05822549845626742
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2927625,Here,2927625,-23.62931,-46.47382,1.0,"SP, SAO PAULO, RUA SALVADOR DE PAIVA, 145",0.03994386494907747
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2927625,MapBox,2927625,-23.629529,-46.475117,0.99,"SP, SAO PAULO, RUA SALVADOR DE PAIVA, 145",0.09660417069003073
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2927625,OpenRouteService,2927625,-23.629266,-46.474123,0.8,"SP, SAO PAULO, RUA SALVADOR DE PAIVA, 145",0.008993575208667734
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2927625,Google,2927625,-23.6290781,-46.47465,,"SP, SAO PAULO, RUA SALVADOR DE PAIVA, 145",0.0501090429379136
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2927626,OpenRouteService,2927626,-23.522392,-46.593147,0.8,"SP, SAO PAULO, PORTUNHOS, SN",27.096964554707146
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2927626,Here,2927626,-23.75439,-46.67783,1.0,"SP, SAO PAULO, PORTUNHOS, SN",0.013226597248020727
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2927626,MapBox,2927626,-23.5064746,-46.7151526,0.762222,"SP, SAO PAULO, PORTUNHOS, SN",27.707012596798524
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2927626,Google,2927626,-23.690225,-46.673288,,"SP, SAO PAULO, PORTUNHOS, SN",7.108863186382814
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927627,Here,2927627,-23.61048,-46.64295,1.0,"SP, SAO PAULO, DOS LIRIOS, 10",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927627,Google,2927627,-23.5557714,-46.6395571,,"SP, SAO PAULO, DOS LIRIOS, 10",21.664662930556084
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927627,OpenRouteService,2927627,-23.522392,-46.593147,1.0,"SP, SAO PAULO, DOS LIRIOS, 10",19.677588489617445
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927627,MapBox,2927627,-23.610426,-46.64296,0.99,"SP, SAO PAULO, DOS LIRIOS, 10",20.21727555749709
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927628,Google,2927628,-18.9127749,-48.2755227,,"SP, SAO PAULO, UBERLANDIA, 9",524.6265493814109
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927628,Here,2927628,-23.43654,-46.7714,1.0,"SP, SAO PAULO, UBERLANDIA, 9",0.1656437254435135
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927628,OpenRouteService,2927628,-23.522392,-46.593147,1.0,"SP, SAO PAULO, UBERLANDIA, 9",20.671328430656736
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927628,MapBox,2927628,-23.436548,-46.771387,0.917407,"SP, SAO PAULO, UBERLANDIA, 9",0.1667713325232213
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927629,Google,2927629,-23.5557714,-46.6395571,,"SP, SAO PAULO, AMIZADE,          2",27.78513948876455
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927629,Here,2927629,-23.46652,-46.58925,1.0,"SP, SAO PAULO, AMIZADE,          2",38.03202962382091
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927629,MapBox,2927629,-23.610855,-46.455773,0.917407,"SP, SAO PAULO, AMIZADE,          2",28.729909090169183
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927629,OpenRouteService,2927629,-23.522392,-46.593147,1.0,"SP, SAO PAULO, AMIZADE,          2",31.851493309026466
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927630,MapBox,2927630,-23.8924383,-46.6174,0.787619,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927630,Google,2927630,-23.8747448,-46.631251,,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.3347329174688985
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927630,OpenRouteService,2927630,-23.874733,-46.631169,0.8,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.34237062214356395
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927630,Here,2927630,-23.88093,-46.62635,1.0,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.9194250869384913
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927631,MapBox,2927631,-23.436548,-46.771387,0.917407,"SP, SAO PAULO, UBERLANDIA, 9",0.1667713325232213
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927631,Here,2927631,-23.43654,-46.7714,1.0,"SP, SAO PAULO, UBERLANDIA, 9",0.1656437254435135
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927631,Google,2927631,-18.9127749,-48.2755227,,"SP, SAO PAULO, UBERLANDIA, 9",524.6265493814109
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927631,OpenRouteService,2927631,-23.522392,-46.593147,1.0,"SP, SAO PAULO, UBERLANDIA, 9",20.671328430656736
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2927632,OpenRouteService,2927632,-23.805701,-46.76469,1.0,"SP, SAO PAULO, SINFONIA MILITAR TRAV H, S/N",0.23561421948250338
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2927632,Here,2927632,-23.80633,-46.76526,0.88,"SP, SAO PAULO, SINFONIA MILITAR TRAV H, S/N",0.3122811731674657
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2927632,Google,2927632,-23.8055859,-46.7645897,,"SP, SAO PAULO, SINFONIA MILITAR TRAV H, S/N",0.22272585259423744
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2927632,MapBox,2927632,-23.5720944,-46.5860072,0.65358,"SP, SAO PAULO, SINFONIA MILITAR TRAV H, S/N",31.450181703478076
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2927633,Google,2927633,-23.5597784,-46.5031581,,"SP, SAO PAULO, JOSE OITICICA, 113",0.0279087317147097
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2927633,Here,2927633,-23.55993,-46.50322,1.0,"SP, SAO PAULO, JOSE OITICICA, 113",0.018904391900874083
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2927633,OpenRouteService,2927633,-23.522392,-46.593147,1.0,"SP, SAO PAULO, JOSE OITICICA, 113",10.061206281433337
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2927633,MapBox,2927633,-23.559982,-46.502293,0.99,"SP, SAO PAULO, JOSE OITICICA, 113",0.11354009126621405
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927634,MapBox,2927634,-23.8924383,-46.6174,0.787619,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927634,Here,2927634,-23.88093,-46.62635,1.0,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.9194250869384913
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927634,Google,2927634,-23.8747448,-46.631251,,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.3347329174688985
