number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço,erro
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2932603,OpenRouteService,2932603,-23.667305,-46.779298,1.0,"SP, RUA RIBEIRO JUNQUEIRA, 259, SAO PAULO",24.45955917322181
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2932603,MapBox,2932603,-23.478828,-46.654074,0.875661,"SP, RUA RIBEIRO JUNQUEIRA, 259, SAO PAULO",0.10907511745417686
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2932604,Here,2932604,-23.69307,-46.79562,1.0,"SP, PEROBEIRAS, 738, SAO PAULO",0.021528500547253478
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2932604,MapBox,2932604,-23.444395,-46.439449,0.715926,"SP, PEROBEIRAS, 738, SAO PAULO",45.615380708828475
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2932604,OpenRouteService,2932604,-23.570533,-46.663713,0.6,"SP, PEROBEIRAS, 738, SAO PAULO",19.11853353402847
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2932604,Google,2932604,-23.693093,-46.7955523,,"SP, PEROBEIRAS, 738, SAO PAULO",0.016238672442098527
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2932604,TomTom,2932604,-23.69297,-46.79564,9.62931633,"SP, PEROBEIRAS, 738, SAO PAULO",0.03221857833733245
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932605,MapBox,2932605,-23.484366,-46.498309,0.875661,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932605,OpenRouteService,2932605,-23.570533,-46.663713,0.6,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",20.086585849145543
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932605,Google,2932605,-23.4844128,-46.49832050000001,,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932605,TomTom,2932605,-23.71732,-46.57235,11.6385498047,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",27.611533922961875
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932605,Here,2932605,-23.63813,-46.73741,0.73,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",30.477546180686673
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2932606,MapBox,2932606,-23.584562,-46.488611,0.79037,"SP, ARICANDUVA,      11555, SAO PAULO",2.669031163960567
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2932606,OpenRouteService,2932606,-23.570533,-46.663713,0.6,"SP, ARICANDUVA,      11555, SAO PAULO",20.440466524348924
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2932606,Here,2932606,-23.58455,-46.48862,1.0,"SP, ARICANDUVA,      11555, SAO PAULO",2.670452905108783
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2932606,Google,2932606,-23.5795193,-46.5110261,,"SP, ARICANDUVA,      11555, SAO PAULO",4.990787010387119
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932607,Google,2932607,-23.4844128,-46.49832050000001,,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932607,Here,2932607,-23.63813,-46.73741,0.73,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",30.477546180686673
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932607,TomTom,2932607,-23.71732,-46.57235,11.6385498047,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",27.611533922961875
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932607,MapBox,2932607,-23.484366,-46.498309,0.875661,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932607,OpenRouteService,2932607,-23.570533,-46.663713,0.6,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",20.086585849145543
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2932608,Google,2932608,-23.602055,-46.7838672,,"SP, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO",0.24998748705239027
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2932608,TomTom,2932608,-23.60226,-46.78379,16.4244728088,"SP, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO",0.25281905886372735
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2932608,Here,2932608,-23.60211,-46.78378,0.95,"SP, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO",0.2571239049561038
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2932608,MapBox,2932608,-23.602231,-46.783634,0.87963,"SP, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO",0.2690543821661856
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2932608,OpenRouteService,2932608,-23.667305,-46.779298,1.0,"SP, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO",7.196374119593148
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932609,Here,2932609,-23.46652,-46.58925,1.0,"SP, AMIZADE,          2, SAO PAULO",38.03202962382091
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932609,OpenRouteService,2932609,-23.570533,-46.663713,0.6,"SP, AMIZADE,          2, SAO PAULO",26.256276143702234
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932609,MapBox,2932609,-23.610855,-46.455773,0.79037,"SP, AMIZADE,          2, SAO PAULO",28.729909090169183
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932609,Google,2932609,-23.5557714,-46.6395571,,"SP, AMIZADE,          2, SAO PAULO",27.785139488765264
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932610,TomTom,2932610,-23.87969,-46.62657,12.5686864853,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO",0.8330702562772967
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932610,Here,2932610,-23.88093,-46.62635,1.0,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO",0.9194250869384913
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932610,MapBox,2932610,-23.8924383,-46.6174,0.696429,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932610,OpenRouteService,2932610,-23.570533,-46.663713,0.6,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO",34.018295064116366
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932610,Google,2932610,-23.8747448,-46.631251,,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO",0.3347329174688985
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2932611,MapBox,2932611,-23.566052,-46.545168,0.87037,"SP, RUA TIRANA, 34, SAO PAULO",0.27211105277558173
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2932611,Here,2932611,-23.56561,-46.54644,1.0,"SP, RUA TIRANA, 34, SAO PAULO",0.13484520169095265
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2932611,OpenRouteService,2932611,-23.667305,-46.779298,1.0,"SP, RUA TIRANA, 34, SAO PAULO",26.185738837834005
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2932611,TomTom,2932611,-23.566,-46.54508,11.9583129883,"SP, RUA TIRANA, 34, SAO PAULO",0.27944814540904955
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2932611,Google,2932611,-23.5655807,-46.54643220000001,,"SP, RUA TIRANA, 34, SAO PAULO",0.13518846283989777
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2932612,TomTom,2932612,-23.96383,-46.40926,15.8463144302,"SP, AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO",58.064236807105495
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2932612,Here,2932612,-23.53238,-46.74735,1.0,"SP, AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO",0.8698477689370626
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2932612,MapBox,2932612,-23.552921,-46.7204,0.87963,"SP, AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO",2.703428563809145
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2932612,OpenRouteService,2932612,-23.5866,-46.690499,0.8,"SP, AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO",7.482529874539971
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2932612,Google,2932612,-23.5321979,-46.7477254,,"SP, AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO",0.9115877667479843
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2932613,Google,2932613,-23.4817218,-46.4705257,,"SP, JAPICHAUA, 313, SAO PAULO",0.04876649674489523
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2932613,TomTom,2932613,-0.04399,-51.18076,8.3093938828,"SP, JAPICHAUA, 313, SAO PAULO",2642.571473985363
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2932613,OpenRouteService,2932613,-23.570533,-46.663713,0.6,"SP, JAPICHAUA, 313, SAO PAULO",22.091918674928493
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2932613,MapBox,2932613,-23.481615,-46.469956,0.79037,"SP, JAPICHAUA, 313, SAO PAULO",0.010746859456714502
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2932613,Here,2932613,-23.60723,-46.60789,0.86,"SP, JAPICHAUA, 313, SAO PAULO",19.78848571288216
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932614,MapBox,2932614,-23.610855,-46.455773,0.79037,"SP, AMIZADE,          2, SAO PAULO",28.729909090169183
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932614,Google,2932614,-23.5557714,-46.6395571,,"SP, AMIZADE,          2, SAO PAULO",27.785139488765264
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932614,OpenRouteService,2932614,-23.570533,-46.663713,0.6,"SP, AMIZADE,          2, SAO PAULO",26.256276143702234
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932614,Here,2932614,-23.46652,-46.58925,1.0,"SP, AMIZADE,          2, SAO PAULO",38.03202962382091
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2932615,MapBox,2932615,-23.839478,-46.734139,0.875661,"SP, RUA BENJAMIM DIEMAR, 266, SAO PAULO",0.21285755483291177
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2932615,Google,2932615,-23.8396012,-46.7344921,,"SP, RUA BENJAMIM DIEMAR, 266, SAO PAULO",0.17711879061611752
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2932615,TomTom,2932615,-23.83921,-46.7368,14.1170272827,"SP, RUA BENJAMIM DIEMAR, 266, SAO PAULO",0.0672463530817473
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2932615,Here,2932615,-23.4857,-46.63533,0.79,"SP, RUA BENJAMIM DIEMAR, 266, SAO PAULO",40.51529974238175
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2932615,OpenRouteService,2932615,-23.667305,-46.779298,1.0,"SP, RUA BENJAMIM DIEMAR, 266, SAO PAULO",19.571714078023373
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932616,Here,2932616,-23.63813,-46.73741,0.73,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",30.477546180686673
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932616,OpenRouteService,2932616,-23.570533,-46.663713,0.6,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",20.086585849145543
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932616,TomTom,2932616,-23.71732,-46.57235,11.6385498047,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",27.611533922961875
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932616,MapBox,2932616,-23.484366,-46.498309,0.875661,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2932616,Google,2932616,-23.4844128,-46.49832050000001,,"SP, BATUIRA DO CAMPO, 49, SAO PAULO",0.7677990870957613
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2932617,MapBox,2932617,-23.67135,-46.708699,0.788889,"SP, FRANCISCO MENDES, 238, SAO PAULO",0.14380522582098867
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2932617,Here,2932617,-23.67135,-46.70855,1.0,"SP, FRANCISCO MENDES, 238, SAO PAULO",0.15242559859978122
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2932617,OpenRouteService,2932617,-23.570533,-46.663713,0.6,"SP, FRANCISCO MENDES, 238, SAO PAULO",11.98961666761572
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2932617,TomTom,2932617,-23.66821,-46.71062,12.0475168228,"SP, FRANCISCO MENDES, 238, SAO PAULO",0.2556191979205208
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2932617,Google,2932617,-23.667887,-46.7107246,,"SP, FRANCISCO MENDES, 238, SAO PAULO",0.29232045472822454
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2932618,OpenRouteService,2932618,-23.667305,-46.779298,1.0,"SP, RUA MENDONCA JUNIOR, 80, SAO PAULO",23.8752636583614
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2932618,TomTom,2932618,-23.48083,-46.66177,14.2824602127,"SP, RUA MENDONCA JUNIOR, 80, SAO PAULO",0.0112156438217411
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2932618,Google,2932618,-23.4808356,-46.6617442,,"SP, RUA MENDONCA JUNIOR, 80, SAO PAULO",0.01072095643017303
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2932618,Here,2932618,-23.4809,-46.66181,1.0,"SP, RUA MENDONCA JUNIOR, 80, SAO PAULO",0.005985937217712025
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2932618,MapBox,2932618,-23.480891,-46.661855,0.875661,"SP, RUA MENDONCA JUNIOR, 80, SAO PAULO",0.010482574851990126
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932619,Google,2932619,-23.5557714,-46.6395571,,"SP, DOS LIRIOS, 10, SAO PAULO",21.664662930555025
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932619,OpenRouteService,2932619,-23.570533,-46.663713,0.6,"SP, DOS LIRIOS, 10, SAO PAULO",23.343768308818554
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932619,Here,2932619,-23.61048,-46.64295,1.0,"SP, DOS LIRIOS, 10, SAO PAULO",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932619,TomTom,2932619,-23.61043,-46.64296,12.0475177765,"SP, DOS LIRIOS, 10, SAO PAULO",20.217207254482766
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932619,MapBox,2932619,-23.610426,-46.64296,0.87037,"SP, DOS LIRIOS, 10, SAO PAULO",20.21727555749709
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2932620,Here,2932620,-23.48197,-46.38222,1.0,"SP, MANUEL FELIX DE LIMA,         87, SAO PAULO",0.471576675519682
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2932620,Google,2932620,-23.4820461,-46.3822127,,"SP, MANUEL FELIX DE LIMA,         87, SAO PAULO",0.4796324791897993
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2932620,OpenRouteService,2932620,-23.570533,-46.663713,0.6,"SP, MANUEL FELIX DE LIMA,         87, SAO PAULO",30.343338513222395
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2932620,MapBox,2932620,-23.4821,-46.38231,0.87963,"SP, MANUEL FELIX DE LIMA,         87, SAO PAULO",0.4814392656873602
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2932621,TomTom,2932621,-23.73944,-46.79344,12.0475168228,"SP, PLINIO DIAS, 10022, SAO PAULO",0.28689479493363146
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2932621,Google,2932621,-23.739473,-46.7934549,,"SP, PLINIO DIAS, 10022, SAO PAULO",0.28660740873573315
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2932621,Here,2932621,-23.73736,-46.79593,0.8,"SP, PLINIO DIAS, 10022, SAO PAULO",0.1429186980122357
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2932621,OpenRouteService,2932621,-23.570533,-46.663713,0.6,"SP, PLINIO DIAS, 10022, SAO PAULO",23.002287691430666
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2932621,MapBox,2932621,-23.739479,-46.793462,0.788889,"SP, PLINIO DIAS, 10022, SAO PAULO",0.2861376071077761
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2932622,TomTom,2932622,-23.82579,-46.71392,13.6524496078,"SP, RUA DOIS, 2, SAO PAULO",8.669427149091092
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2932622,MapBox,2932622,-23.508085,-46.38678,0.87037,"SP, RUA DOIS, 2, SAO PAULO",49.093096942644976
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2932622,Here,2932622,-23.67553,-46.7712,0.99,"SP, RUA DOIS, 2, SAO PAULO",25.604481118097585
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2932622,Google,2932622,-23.6955796,-46.6420045,,"SP, RUA DOIS, 2, SAO PAULO",20.287040725324665
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2932622,OpenRouteService,2932622,-23.655236,-46.729993,0.8,"SP, RUA DOIS, 2, SAO PAULO",26.00988772656604
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2932623,Google,2932623,-23.8683448,-46.7567086,,"SP, RUA ENRIQUE AMORIM, 101, SAO PAULO",0.373198842770481
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2932623,MapBox,2932623,-23.8676124,-46.7560816,0.696429,"SP, RUA ENRIQUE AMORIM, 101, SAO PAULO",0.2873228699089092
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2932623,OpenRouteService,2932623,-23.667305,-46.779298,1.0,"SP, RUA ENRIQUE AMORIM, 101, SAO PAULO",22.279539062932418
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2932623,TomTom,2932623,-23.86794,-46.75615,14.1170272827,"SP, RUA ENRIQUE AMORIM, 101, SAO PAULO",0.30400163259095386
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2932623,Here,2932623,-23.86747,-46.7558,0.98,"SP, RUA ENRIQUE AMORIM, 101, SAO PAULO",0.25603151595992324
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,OpenRouteService,2932624,-23.570533,-46.663713,0.6,"SP, ALGARD, 13, SAO PAULO",17.046244930885788
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,Here,2932624,-23.6764,-46.78575,1.0,"SP, ALGARD, 13, SAO PAULO",0.05822549845626742
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,TomTom,2932624,-23.67641,-46.78571,9.6567392349,"SP, ALGARD, 13, SAO PAULO",0.05611636067235228
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,MapBox,2932624,-23.675909,-46.78537,0.79037,"SP, ALGARD, 13, SAO PAULO",0.015098786873054623
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,Google,2932624,-23.675973,-46.7852821,,"SP, ALGARD, 13, SAO PAULO",0.009147512518901266
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,OpenRouteService,2932625,-23.667305,-46.779298,1.0,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO",31.41063874982382
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,Google,2932625,-23.6290781,-46.47465,,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO",0.0501090429379136
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,Here,2932625,-23.62931,-46.47382,1.0,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO",0.03994386494907747
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,TomTom,2932625,-23.62942,-46.47497,16.4314441681,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO",0.07910787490865516
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,MapBox,2932625,-23.629529,-46.475117,0.87963,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO",0.09660417069003073
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,TomTom,2932626,-23.7545,-46.67785,7.8821930885,"SP, PORTUNHOS, SN, SAO PAULO",0.02514875319350944
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,OpenRouteService,2932626,-23.570533,-46.663713,0.6,"SP, PORTUNHOS, SN, SAO PAULO",20.40090760421772
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,Here,2932626,-23.75439,-46.67783,1.0,"SP, PORTUNHOS, SN, SAO PAULO",0.013226597248020727
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,Google,2932626,-23.7543459,-46.6778332,,"SP, PORTUNHOS, SN, SAO PAULO",0.008401917819036092
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,MapBox,2932626,-23.5064746,-46.7151526,0.658333,"SP, PORTUNHOS, SN, SAO PAULO",27.707012596798524
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,Here,2932627,-23.61048,-46.64295,1.0,"SP, DOS LIRIOS, 10, SAO PAULO",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,TomTom,2932627,-23.61043,-46.64296,12.0475177765,"SP, DOS LIRIOS, 10, SAO PAULO",20.217207254482766
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,OpenRouteService,2932627,-23.570533,-46.663713,0.6,"SP, DOS LIRIOS, 10, SAO PAULO",23.343768308818554
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,Google,2932627,-23.5557714,-46.6395571,,"SP, DOS LIRIOS, 10, SAO PAULO",21.664662930555025
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,MapBox,2932627,-23.610426,-46.64296,0.87037,"SP, DOS LIRIOS, 10, SAO PAULO",20.21727555749709
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932628,Here,2932628,-23.43654,-46.7714,1.0,"SP, UBERLANDIA, 9, SAO PAULO",0.1656437254435135
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932628,MapBox,2932628,-23.436548,-46.771387,0.79037,"SP, UBERLANDIA, 9, SAO PAULO",0.1667713325232213
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932628,OpenRouteService,2932628,-23.570533,-46.663713,0.6,"SP, UBERLANDIA, 9, SAO PAULO",18.542060914450722
