number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço,erro
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917614,OpenRouteService,2917614,-23.570533,-46.663713,1.0,"SAO PAULO, AMIZADE,          2, SP",26.256276143702234
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917614,Google,2917614,-23.5557714,-46.6395571,,"SAO PAULO, AMIZADE,          2, SP",27.78513948876455
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917614,Here,2917614,-23.46652,-46.58925,1.0,"SAO PAULO, AMIZADE,          2, SP",38.03202962382091
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2917615,MapBox,2917615,-23.839478,-46.734139,0.865661,"SAO PAULO, RUA BENJAMIM DIEMAR, 266, SP",0.21285755483291177
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2917615,Here,2917615,-23.50531,-46.4265,0.8,"SAO PAULO, RUA BENJAMIM DIEMAR, 266, SP",48.66481271326646
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2917615,Google,2917615,-23.8396012,-46.7344921,,"SAO PAULO, RUA BENJAMIM DIEMAR, 266, SP",0.17711879061611752
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2917615,OpenRouteService,2917615,-23.570533,-46.663713,1.0,"SAO PAULO, RUA BENJAMIM DIEMAR, 266, SP",30.69478392291097
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917616,OpenRouteService,2917616,-23.420332,-51.438213,1.0,"SAO PAULO, BATUIRA DO CAMPO, 49, SP",505.2031637446521
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917616,Google,2917616,-23.4844128,-46.49832050000001,,"SAO PAULO, BATUIRA DO CAMPO, 49, SP",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917616,MapBox,2917616,-23.484366,-46.498309,0.865661,"SAO PAULO, BATUIRA DO CAMPO, 49, SP",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917616,Here,2917616,-23.63813,-46.73741,0.73,"SAO PAULO, BATUIRA DO CAMPO, 49, SP",30.477546180686673
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2917617,MapBox,2917617,-23.67135,-46.708699,0.778889,"SAO PAULO, FRANCISCO MENDES, 238, SP",0.14380522582098867
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2917617,Here,2917617,-23.48459,-46.56956,0.68,"SAO PAULO, FRANCISCO MENDES, 238, SP",25.03442565417687
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2917617,Google,2917617,-23.667887,-46.7107246,,"SAO PAULO, FRANCISCO MENDES, 238, SP",0.29232045472822454
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2917617,OpenRouteService,2917617,-23.570533,-46.663713,1.0,"SAO PAULO, FRANCISCO MENDES, 238, SP",11.98961666761572
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2917618,MapBox,2917618,-23.480891,-46.661855,0.865661,"SAO PAULO, RUA MENDONCA JUNIOR, 80, SP",0.010482574851990126
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2917618,Google,2917618,-23.4808356,-46.6617442,,"SAO PAULO, RUA MENDONCA JUNIOR, 80, SP",0.01072095643017303
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2917618,Here,2917618,-23.4809,-46.66181,1.0,"SAO PAULO, RUA MENDONCA JUNIOR, 80, SP",0.005985937217712025
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2917618,OpenRouteService,2917618,-23.586137,-46.723912,1.0,"SAO PAULO, RUA MENDONCA JUNIOR, 80, SP",13.268015010463634
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917619,MapBox,2917619,-23.610426,-46.64296,0.86037,"SAO PAULO, DOS LIRIOS, 10, SP",20.21727555749709
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917619,OpenRouteService,2917619,-23.570533,-46.663713,1.0,"SAO PAULO, DOS LIRIOS, 10, SP",23.343768308818554
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917619,Here,2917619,-23.61048,-46.64295,1.0,"SAO PAULO, DOS LIRIOS, 10, SP",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917619,Google,2917619,-23.5557714,-46.6395571,,"SAO PAULO, DOS LIRIOS, 10, SP",21.664662930556084
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2917620,OpenRouteService,2917620,-23.570533,-46.663713,1.0,"SAO PAULO, MANUEL FELIX DE LIMA,         87, SP",30.343338513222395
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2917620,Here,2917620,-23.48197,-46.38222,1.0,"SAO PAULO, MANUEL FELIX DE LIMA,         87, SP",0.471576675519682
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2917620,Google,2917620,-23.4820461,-46.3822127,,"SAO PAULO, MANUEL FELIX DE LIMA,         87, SP",0.4796324791897993
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2917620,MapBox,2917620,-23.4821,-46.38231,0.86963,"SAO PAULO, MANUEL FELIX DE LIMA,         87, SP",0.4814392656873602
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2917621,MapBox,2917621,-23.739479,-46.793462,0.778889,"SAO PAULO, PLINIO DIAS, 10022, SP",0.2861376071077761
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2917621,Here,2917621,-23.73736,-46.79593,0.8,"SAO PAULO, PLINIO DIAS, 10022, SP",0.1429186980122357
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2917621,OpenRouteService,2917621,-20.184872,-43.910398,1.0,"SAO PAULO, PLINIO DIAS, 10022, SP",493.6061779503497
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2917621,Google,2917621,-23.739473,-46.7934549,,"SAO PAULO, PLINIO DIAS, 10022, SP",0.28660740873573315
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2917622,OpenRouteService,2917622,-23.586137,-46.723912,1.0,"SAO PAULO, RUA DOIS, 2, SP",33.227961304030536
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2917622,Google,2917622,-23.6955796,-46.6420045,,"SAO PAULO, RUA DOIS, 2, SP",20.287040725324665
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2917622,MapBox,2917622,-23.508085,-46.38678,0.86037,"SAO PAULO, RUA DOIS, 2, SP",49.093096942644976
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2917622,Here,2917622,-23.57488,-46.4545,1.0,"SAO PAULO, RUA DOIS, 2, SP",39.15281243497232
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2917623,OpenRouteService,2917623,-10.653041,-45.183643,1.0,"SAO PAULO, RUA ENRIQUE AMORIM, 101, SP",1471.9153278408667
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2917623,Here,2917623,-23.86747,-46.7558,0.98,"SAO PAULO, RUA ENRIQUE AMORIM, 101, SP",0.25603151595957035
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2917623,MapBox,2917623,-23.436001,-46.462303,0.706931,"SAO PAULO, RUA ENRIQUE AMORIM, 101, SP",56.219295103867815
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2917623,Google,2917623,-23.8683448,-46.7567086,,"SAO PAULO, RUA ENRIQUE AMORIM, 101, SP",0.3731988427694224
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2917624,Here,2917624,-23.6764,-46.78575,1.0,"SAO PAULO, ALGARD, 13, SP",0.05822549845626742
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2917624,Google,2917624,-23.675973,-46.7852821,,"SAO PAULO, ALGARD, 13, SP",0.009147512518901266
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2917624,MapBox,2917624,-23.675909,-46.78537,0.78037,"SAO PAULO, ALGARD, 13, SP",0.015098786873054623
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2917624,OpenRouteService,2917624,-20.88587,-47.597952,1.0,"SAO PAULO, ALGARD, 13, SP",320.112907723811
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2917625,OpenRouteService,2917625,-5.097605,-42.801926,1.0,"SAO PAULO, RUA SALVADOR DE PAIVA, 145, SP",2088.0645908446218
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2917625,Google,2917625,-23.6290781,-46.47465,,"SAO PAULO, RUA SALVADOR DE PAIVA, 145, SP",0.0501090429379136
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2917625,MapBox,2917625,-23.629529,-46.475117,0.86963,"SAO PAULO, RUA SALVADOR DE PAIVA, 145, SP",0.09660417069003073
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2917625,Here,2917625,-23.62931,-46.47382,1.0,"SAO PAULO, RUA SALVADOR DE PAIVA, 145, SP",0.03994386494907747
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2917626,Google,2917626,-23.7543459,-46.6778332,,"SAO PAULO, PORTUNHOS, SN, SP",0.008401917819036092
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2917626,Here,2917626,-23.75439,-46.67783,1.0,"SAO PAULO, PORTUNHOS, SN, SP",0.013226597248020727
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2917626,OpenRouteService,2917626,-23.570533,-46.663713,1.0,"SAO PAULO, PORTUNHOS, SN, SP",20.40090760421772
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2917626,MapBox,2917626,-23.68267,-46.367031,0.71963,"SAO PAULO, PORTUNHOS, SN, SP",32.67245009524759
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917627,MapBox,2917627,-23.610426,-46.64296,0.86037,"SAO PAULO, DOS LIRIOS, 10, SP",20.21727555749709
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917627,Google,2917627,-23.5557714,-46.6395571,,"SAO PAULO, DOS LIRIOS, 10, SP",21.664662930556084
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917627,Here,2917627,-23.61048,-46.64295,1.0,"SAO PAULO, DOS LIRIOS, 10, SP",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917627,OpenRouteService,2917627,-23.570533,-46.663713,1.0,"SAO PAULO, DOS LIRIOS, 10, SP",23.343768308818554
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917628,OpenRouteService,2917628,-23.570533,-46.663713,0.6,"SAO PAULO, UBERLANDIA, 9, SP",18.542060914450722
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917628,MapBox,2917628,-23.436548,-46.771387,0.78037,"SAO PAULO, UBERLANDIA, 9, SP",0.1667713325232213
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917628,Google,2917628,-23.5557714,-46.6395571,,"SAO PAULO, UBERLANDIA, 9, SP",18.953870088934163
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917628,Here,2917628,-23.43654,-46.7714,1.0,"SAO PAULO, UBERLANDIA, 9, SP",0.1656437254435135
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917629,MapBox,2917629,-23.610855,-46.455773,0.78037,"SAO PAULO, AMIZADE,          2, SP",28.729909090169183
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917629,OpenRouteService,2917629,-23.570533,-46.663713,1.0,"SAO PAULO, AMIZADE,          2, SP",26.256276143702234
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917629,Here,2917629,-23.46652,-46.58925,1.0,"SAO PAULO, AMIZADE,          2, SP",38.03202962382091
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917629,Google,2917629,-23.5557714,-46.6395571,,"SAO PAULO, AMIZADE,          2, SP",27.78513948876455
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917630,Here,2917630,-23.88093,-46.62635,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP",0.9194250869384913
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917630,OpenRouteService,2917630,-23.586137,-46.723912,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP",33.43709442979589
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917630,MapBox,2917630,-23.8924383,-46.6174,0.686429,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917630,Google,2917630,-23.8747448,-46.631251,,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP",0.3347329174688985
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917631,OpenRouteService,2917631,-23.570533,-46.663713,0.6,"SAO PAULO, UBERLANDIA, 9, SP",18.542060914450722
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917631,Here,2917631,-23.43654,-46.7714,1.0,"SAO PAULO, UBERLANDIA, 9, SP",0.1656437254435135
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917631,MapBox,2917631,-23.436548,-46.771387,0.78037,"SAO PAULO, UBERLANDIA, 9, SP",0.1667713325232213
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917631,Google,2917631,-23.5557714,-46.6395571,,"SAO PAULO, UBERLANDIA, 9, SP",18.953870088934163
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2917632,OpenRouteService,2917632,-22.154376,-48.428808,0.3,"SAO PAULO, SINFONIA MILITAR TRAV H, S/N, SP",249.94587761281377
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2917632,Here,2917632,-23.80633,-46.76526,0.88,"SAO PAULO, SINFONIA MILITAR TRAV H, S/N, SP",0.3122811731674657
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2917632,MapBox,2917632,-23.4784143,-46.6076177,0.559444,"SAO PAULO, SINFONIA MILITAR TRAV H, S/N, SP",39.41420986559278
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2917632,Google,2917632,-23.8055859,-46.7645897,,"SAO PAULO, SINFONIA MILITAR TRAV H, S/N, SP",0.22272585259423744
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2917633,MapBox,2917633,-23.559982,-46.502293,0.86037,"SAO PAULO, JOSE OITICICA, 113, SP",0.11354009126621405
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2917633,OpenRouteService,2917633,-23.570533,-46.663713,1.0,"SAO PAULO, JOSE OITICICA, 113, SP",16.408724589252408
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2917633,Here,2917633,-23.55993,-46.50322,1.0,"SAO PAULO, JOSE OITICICA, 113, SP",0.018904391900874083
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2917633,Google,2917633,-23.5597784,-46.5031581,,"SAO PAULO, JOSE OITICICA, 113, SP",0.0279087317147097
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917634,OpenRouteService,2917634,-23.586137,-46.723912,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP",33.43709442979589
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917634,MapBox,2917634,-23.8924383,-46.6174,0.686429,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917634,Here,2917634,-23.88093,-46.62635,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP",0.9194250869384913
